Country,Code,Year,Female,Male,Total
El Salvador,SLV,1968,0.85,1.3,2.15
El Salvador,SLV,1969,1.5,1.34,2.84
El Salvador,SLV,1970,1.2,1.48,2.68
El Salvador,SLV,1971,0.92,1.01,1.93
El Salvador,SLV,1972,1.19,1.65,2.84
El Salvador,SLV,1973,1.01,2.63,3.64
El Salvador,SLV,1974,1.46,2.63,4.09
El Salvador,SLV,1981,1.81,2.06,3.87
El Salvador,SLV,1982,1.46,2.01,3.47
El Salvador,SLV,1983,1.4,2.19,3.59
El Salvador,SLV,1984,1.17,2,3.17
El Salvador,SLV,1990,1.74,3.75,5.49
El Salvador,SLV,1991,2.09,2.6,4.69
El Salvador,SLV,1992,1.74,3,4.74
El Salvador,SLV,1993,2.17,3.78,5.95
El Salvador,SLV,1995,1.77,2.43,4.2
El Salvador,SLV,1996,3.73,4.68,8.41
El Salvador,SLV,1997,2.96,4.09,7.05
El Salvador,SLV,1998,2.54,3.95,6.49
El Salvador,SLV,1999,2.85,3.4,6.25
El Salvador,SLV,2000,3.72,4.74,8.46
El Salvador,SLV,2001,3.84,5.54,9.38
El Salvador,SLV,2002,3.19,5.95,9.14
Equatorial Guinea,GNQ,2002,0.7,4.6,5.3
Eritrea,ERI,2002,2.1,3.5,5.6
Estonia,EST,1981,7.44,60.89,68.33
Estonia,EST,1982,5.87,63.58,69.45
Estonia,EST,1985,5.88,59.34,65.22
Estonia,EST,1986,6.4,60.51,66.91
Estonia,EST,1987,7.19,61.73,68.92
Estonia,EST,1988,7.69,69.65,77.34
Estonia,EST,1989,8.28,67.82,76.1
Estonia,EST,1990,7.17,65.05,72.22
Estonia,EST,1991,7.99,78.82,86.81
Estonia,EST,1992,7.49,70.7,78.19
Estonia,EST,1993,7.58,67.6,75.18
Estonia,EST,1994,7.04,66.93,73.97
Estonia,EST,1995,6.86,70.93,77.79
Estonia,EST,1996,7.3,63.57,70.87
Estonia,EST,1997,8.84,65.87,74.71
Estonia,EST,1998,7.1,65.85,72.95
Estonia,EST,1999,7.33,59.57,66.9
Estonia,EST,2000,7.1,62.2,69.3
Estonia,EST,2001,7.82,59.68,67.5
Estonia,EST,2002,7.65,60.51,68.16
Eswatini,SWZ,2002,1.4,9.3,10.7
Ethiopia,ETH,2002,3.1,2.6,5.7
Fiji,FJI,2002,1.6,0.4,2
Finland,FIN,1952,4.81,39.72,44.53
Finland,FIN,1953,3.63,48.49,52.12
Finland,FIN,1954,4.2,43.84,48.04
Finland,FIN,1955,4.55,48.1,52.65
Finland,FIN,1956,3.29,45.12,48.41
Finland,FIN,1957,4.4,52.52,56.92
Finland,FIN,1958,4.01,56.49,60.5
Finland,FIN,1959,4.32,57.09,61.41
Finland,FIN,1960,2.75,58.56,61.31
Finland,FIN,1961,3.79,58.78,62.57
Finland,FIN,1962,3.63,61.43,65.06
Finland,FIN,1963,4.24,61.99,66.23
Finland,FIN,1964,3.96,61.91,65.87
Finland,FIN,1965,3.87,63.55,67.42
Finland,FIN,1966,3.9,62.31,66.21
Finland,FIN,1967,4.19,64.07,68.26
Finland,FIN,1968,4.18,67.02,71.2
Finland,FIN,1969,3.98,69.76,73.74
Finland,FIN,1970,3.86,67.12,70.98
Finland,FIN,1971,4.31,70.21,74.52
Finland,FIN,1972,4.81,64.51,69.32
Finland,FIN,1973,3.53,65.83,69.36
Finland,FIN,1974,4.19,65.21,69.4
Finland,FIN,1975,4.28,60.79,65.07
Finland,FIN,1976,5.27,68.74,74.01
Finland,FIN,1977,5.38,66.17,71.55
Finland,FIN,1978,5.28,65.94,71.22
Finland,FIN,1979,5.27,67.23,72.5
Finland,FIN,1980,6.18,64.89,71.07
Finland,FIN,1981,5.78,65.29,71.07
Finland,FIN,1982,5.7,58.56,64.26
Finland,FIN,1983,5.42,61.49,66.91
Finland,FIN,1984,6.18,58.15,64.33
Finland,FIN,1985,6.8,58.08,64.88
Finland,FIN,1986,6.25,53.13,59.38
Finland,FIN,1987,6.58,53.53,60.11
Finland,FIN,1988,6.31,50.84,57.15
Finland,FIN,1989,6.48,47.61,54.09
Finland,FIN,1990,6.81,48.56,55.37
Finland,FIN,1991,6.86,44.45,51.31
Finland,FIN,1992,7.38,47.25,54.63
Finland,FIN,1993,6.61,44.38,50.99
Finland,FIN,1994,6.85,41.07,47.92
Finland,FIN,1995,7.02,41.3,48.32
Finland,FIN,1996,7.05,39.4,46.45
Finland,FIN,1997,7.19,37.67,44.86
Finland,FIN,1998,8.08,37.42,45.5
Finland,FIN,1999,6.94,34.49,41.43
Finland,FIN,2000,7.6,33.48,41.08
Finland,FIN,2001,8.1,32.83,40.93
Finland,FIN,2002,8.07,31.41,39.48
France,FRA,1950,3.09,10.66,13.75
France,FRA,1952,3.32,13.53,16.85
France,FRA,1953,3.27,14.37,17.64
France,FRA,1954,3.35,15.97,19.32
France,FRA,1955,3.35,16.39,19.74
France,FRA,1956,3.32,17.27,20.59
France,FRA,1957,3.51,19.44,22.95
France,FRA,1958,3.34,19.42,22.76
France,FRA,1959,3.41,20.71,24.12
France,FRA,1960,3.37,21.84,25.21
France,FRA,1961,3.42,23.16,26.58
France,FRA,1962,3.53,24,27.53
France,FRA,1963,3.81,25.74,29.55
France,FRA,1964,3.7,26.42,30.12
France,FRA,1965,3.67,27.64,31.31
France,FRA,1966,3.79,29.03,32.82
France,FRA,1967,3.93,29.53,33.46
France,FRA,1968,3.54,30.14,33.68
France,FRA,1969,3.46,31.15,34.61
France,FRA,1970,3.34,30.96,34.3
France,FRA,1971,3.46,32.46,35.92
France,FRA,1972,3.49,34.16,37.65
France,FRA,1973,3.5,34.66,38.16
France,FRA,1974,3.58,36.03,39.61
France,FRA,1975,3.57,37.1,40.67
France,FRA,1976,3.6,39.3,42.9
France,FRA,1977,3.62,39.95,43.57
France,FRA,1978,3.79,41.95,45.74
France,FRA,1979,3.68,42.27,45.95
France,FRA,1980,3.82,43.36,47.18
France,FRA,1981,4.04,44.26,48.3
France,FRA,1982,4.06,44.21,48.27
France,FRA,1983,4.26,44.1,48.36
France,FRA,1984,4.13,44.97,49.1
France,FRA,1985,4.36,45.79,50.15
France,FRA,1986,4.48,46.65,51.13
France,FRA,1987,4.99,47.43,52.42
France,FRA,1988,5.04,47.98,53.02
France,FRA,1989,5.18,48.06,53.24
France,FRA,1990,5.15,47.57,52.72
France,FRA,1991,5.38,48.38,53.76
France,FRA,1992,5.4,48.23,53.63
France,FRA,1993,5.66,47.87,53.53
France,FRA,1994,5.85,46.49,52.34
France,FRA,1995,6.26,46.83,53.09
France,FRA,1996,6.46,46.52,52.98
France,FRA,1997,6.44,46.02,52.46
France,FRA,1998,7.13,46.43,53.56
France,FRA,1999,7.44,45.64,53.08
France,FRA,2000,7.25,44.61,51.86
France,FRA,2001,7.54,43.97,51.51
France,FRA,2002,8.22,43.64,51.86
French Polynesia,PYF,2002,0.9,16,16.9
Gabon,GAB,2002,1.7,9.5,11.2
Gambia,GMB,2002,0.6,4.9,5.5
Georgia,GEO,2002,6.1,31.6,37.7
Germany,DEU,1973,4.7,46.91,51.61
Germany,DEU,1974,4.87,47.41,52.28
Germany,DEU,1975,5.01,48.31,53.32
Germany,DEU,1976,5.16,48.66,53.82
Germany,DEU,1977,5.1,49.08,54.18
Germany,DEU,1978,5.31,49.96,55.27
Germany,DEU,1980,5.57,49.66,55.23
Germany,DEU,1981,5.81,49.61,55.42
Germany,DEU,1982,6.03,49.67,55.7
Germany,DEU,1983,6.4,50.06,56.46
Germany,DEU,1984,6.47,49.59,56.06
Germany,DEU,1985,6.46,50.04,56.5
Germany,DEU,1986,6.88,49.02,55.9
Germany,DEU,1987,7.23,48.81,56.04
Germany,DEU,1988,7.25,49.24,56.49
Germany,DEU,1989,7.62,48.72,56.34
Germany,DEU,1990,7.86,48.35,56.21
Germany,DEU,1991,8.35,48.44,56.79
Germany,DEU,1992,8.46,47.86,56.32
Germany,DEU,1993,8.85,47.9,56.75
Germany,DEU,1994,9.16,46.33,55.49
Germany,DEU,1995,9.19,46.61,55.8
Germany,DEU,1996,9.36,44.85,54.21
Germany,DEU,1997,9.81,44,53.81
Germany,DEU,1998,10.14,43.21,53.35
Germany,DEU,1999,10.2,41.65,51.85
Germany,DEU,2000,10.72,42.07,52.79
Germany,DEU,2001,10.78,40.15,50.93
Germany,DEU,2002,11.13,39.52,50.65
Ghana,GHA,2002,0.6,2.4,3
Greece,GRC,1961,4.74,24.32,29.06
Greece,GRC,1962,4.6,28.58,33.18
Greece,GRC,1963,5.93,28.73,34.66
Greece,GRC,1964,5.06,29.83,34.89
Greece,GRC,1965,6.38,31.68,38.06
Greece,GRC,1966,6.1,30.86,36.96
Greece,GRC,1967,6.08,32.57,38.65
Greece,GRC,1968,5.48,32.02,37.5
Greece,GRC,1969,5.91,32.21,38.12
Greece,GRC,1970,6.04,31.19,37.23
Greece,GRC,1971,5,31.84,36.84
Greece,GRC,1972,5.82,33.34,39.16
Greece,GRC,1973,6.15,38.56,44.71
Greece,GRC,1974,6.07,40.57,46.64
Greece,GRC,1975,6.73,38.98,45.71
Greece,GRC,1976,6.08,42.2,48.28
Greece,GRC,1977,7.01,43,50.01
Greece,GRC,1978,6.89,44.71,51.6
Greece,GRC,1979,6.85,45.37,52.22
Greece,GRC,1980,6.04,43.11,49.15
Greece,GRC,1981,6.02,44.73,50.75
Greece,GRC,1982,6.4,45.99,52.39
Greece,GRC,1983,6.23,47.35,53.58
Greece,GRC,1984,6.33,47.44,53.77
Greece,GRC,1985,7.16,49.5,56.66
Greece,GRC,1986,6.48,48.81,55.29
Greece,GRC,1987,6.29,48.38,54.67
Greece,GRC,1988,6.99,48.46,55.45
Greece,GRC,1989,6.68,50.31,56.99
Greece,GRC,1990,7.34,49.38,56.72
Greece,GRC,1991,7.1,49.97,57.07
Greece,GRC,1992,6.97,49.1,56.07
Greece,GRC,1993,6.75,50.62,57.37
Greece,GRC,1994,6.98,50.75,57.73
Greece,GRC,1995,7.18,49.69,56.87
Greece,GRC,1996,7.1,49.93,57.03
Greece,GRC,1997,6.93,49.21,56.14
Greece,GRC,1998,7.28,48.41,55.69
Greece,GRC,1999,6.73,48.9,55.63
Greece,GRC,2000,7.4,48.76,56.16
Greece,GRC,2001,7.1,48.37,55.47
Greece,GRC,2002,7.27,46.22,53.49
Guam,GUM,2002,14.2,40.5,54.7
Guatemala,GTM,1963,1.14,1.53,2.67
Guatemala,GTM,1964,1.13,2.69,3.82
Guatemala,GTM,1965,1.63,2.34,3.97
Guatemala,GTM,1966,0.95,1.71,2.66
Guatemala,GTM,1967,1.29,1.68,2.97
Guatemala,GTM,1968,1.51,2.52,4.03
Guatemala,GTM,1969,0.6,2.76,3.36
Guatemala,GTM,1970,0.67,1.24,1.91
Guatemala,GTM,1971,1.52,1.53,3.05
Guatemala,GTM,1974,1.6,2.66,4.26
Guatemala,GTM,1975,1.88,2.28,4.16
Guatemala,GTM,1976,1.6,2.42,4.02
Guatemala,GTM,1977,1.34,2.11,3.45
Guatemala,GTM,1978,1.45,1.76,3.21
Guatemala,GTM,1980,1.16,2.53,3.69
Guatemala,GTM,1981,1.03,2.3,3.33
Guatemala,GTM,1984,2.09,0.84,2.93
Guatemala,GTM,1986,2.15,2.68,4.83
Guatemala,GTM,1987,2.73,3.06,5.79
Guatemala,GTM,1988,2.17,2.87,5.04
Guatemala,GTM,1989,2.73,3.47,6.2
Guatemala,GTM,1990,2.42,3.81,6.23
Guatemala,GTM,1991,2.27,4.16,6.43
Guatemala,GTM,1992,2.62,3.43,6.05
Guatemala,GTM,1993,3.09,2.98,6.07
Guatemala,GTM,1994,3.8,4.84,8.64
Guatemala,GTM,1995,3.69,4.04,7.73
Guatemala,GTM,1996,2.48,3.28,5.76
Guatemala,GTM,1997,3.68,6.33,10.01
Guatemala,GTM,1998,3.21,5.06,8.27
Guatemala,GTM,1999,4.14,5.76,9.9
Guatemala,GTM,2000,3.66,6.18,9.84
Guatemala,GTM,2001,4.09,5.72,9.81
Guatemala,GTM,2002,4.04,5.7,9.74
Guatemala,GTM,1979,,0.49,0.49
Guinea,GIN,2002,1.5,7.5,9
Guinea-Bissau,GNB,2002,0.6,2.4,3
Guyana,GUY,2002,4.8,7.2,12
Haiti,HTI,2002,0.4,10.1,10.5
Honduras,HND,2002,5.9,14.7,20.6
Hong Kong,HKG,1960,11.76,18.92,30.68
Hong Kong,HKG,1961,10.36,22.25,32.61
Hong Kong,HKG,1962,11.63,22.9,34.53
Hong Kong,HKG,1963,12.93,25.48,38.41
Hong Kong,HKG,1964,13.87,28.51,42.38
Hong Kong,HKG,1965,15.47,30.85,46.32
Hong Kong,HKG,1966,17.16,31.16,48.32
Hong Kong,HKG,1967,18.04,32.82,50.86
Hong Kong,HKG,1968,17.3,33.82,51.12
Hong Kong,HKG,1969,19.44,40.35,59.79
Hong Kong,HKG,1970,18.81,37.85,56.66
Hong Kong,HKG,1971,20.98,40.12,61.1
Hong Kong,HKG,1972,19.73,41.79,61.52
Hong Kong,HKG,1973,20.93,43.87,64.8
Hong Kong,HKG,1974,20.06,44.07,64.13
Hong Kong,HKG,1975,22.59,46.51,69.1
Hong Kong,HKG,1976,24.75,48.53,73.28
Hong Kong,HKG,1977,23.52,53.35,76.87
Hong Kong,HKG,1978,23.92,54.54,78.46
Hong Kong,HKG,1979,23.94,54.87,78.81
Hong Kong,HKG,1980,22.19,60.4,82.59
Hong Kong,HKG,1981,22.84,53.45,76.29
Hong Kong,HKG,1982,25.09,53.86,78.95
Hong Kong,HKG,1983,21.46,55.48,76.94
Hong Kong,HKG,1984,23.94,54.56,78.5
Hong Kong,HKG,1985,24.03,54.46,78.49
Hong Kong,HKG,1986,25.22,57.17,82.39
Hong Kong,HKG,1987,24.71,57.4,82.11
Hong Kong,HKG,1988,23.57,51.48,75.05
Hong Kong,HKG,1989,22.96,56.83,79.79
Hong Kong,HKG,1990,23.3,58.06,81.36
Hong Kong,HKG,1991,22.97,54.62,77.59
Hong Kong,HKG,1992,24.45,55.31,79.76
Hong Kong,HKG,1993,23.6,55.48,79.08
Hong Kong,HKG,1994,21.04,53.96,75
Hong Kong,HKG,1995,19.87,51.54,71.41
Hong Kong,HKG,1996,19.21,49.24,68.45
Hong Kong,HKG,1997,18.68,48.8,67.48
Hong Kong,HKG,1998,19.56,49.11,68.67
Hong Kong,HKG,1999,18.78,49.37,68.15
Hong Kong,HKG,2000,18.52,51.14,69.66
Hong Kong,HKG,2001,18.64,46.98,65.62
Hong Kong,HKG,2002,18.18,46.38,64.56
Hungary,HUN,1955,5.31,21.09,26.4
Hungary,HUN,1956,5.31,22.64,27.95
Hungary,HUN,1957,5.7,23.5,29.2
Hungary,HUN,1958,6.14,23.99,30.13
Hungary,HUN,1959,6.23,27.88,34.11
Hungary,HUN,1960,6.32,27.34,33.66
Hungary,HUN,1961,6.68,30.22,36.9
Hungary,HUN,1962,7.22,30.01,37.23
Hungary,HUN,1963,7.21,32.23,39.44
Hungary,HUN,1964,7.57,32.68,40.25
Hungary,HUN,1965,7.23,36.12,43.35
Hungary,HUN,1966,7.57,37.58,45.15
Hungary,HUN,1967,6.99,39.15,46.14
Hungary,HUN,1968,7.63,40.03,47.66
Hungary,HUN,1969,7.01,40.86,47.87
Hungary,HUN,1970,7.63,40.14,47.77
Hungary,HUN,1971,7.85,43.08,50.93
Hungary,HUN,1972,7.69,42.35,50.04
Hungary,HUN,1973,8.68,43.44,52.12
Hungary,HUN,1974,8.67,47.65,56.32
Hungary,HUN,1975,8.03,47.25,55.28
Hungary,HUN,1976,8.96,49.03,57.99
Hungary,HUN,1977,8.47,50.51,58.98
Hungary,HUN,1978,9.61,54.69,64.3
Hungary,HUN,1979,9.29,56.45,65.74
Hungary,HUN,1980,10.26,57.1,67.36
Hungary,HUN,1981,9.89,60.91,70.8
Hungary,HUN,1982,10.94,63.43,74.37
Hungary,HUN,1983,11.41,64.69,76.1
Hungary,HUN,1984,11.34,67.33,78.67
Hungary,HUN,1985,11.62,67.25,78.87
Hungary,HUN,1986,12.43,73.45,85.88
Hungary,HUN,1987,13.69,75.63,89.32
Hungary,HUN,1988,13.84,73.66,87.5
Hungary,HUN,1989,14.6,74.87,89.47
Hungary,HUN,1990,15.57,78.95,94.52
Hungary,HUN,1991,15.92,80.22,96.14
Hungary,HUN,1992,16.82,83.14,99.96
Hungary,HUN,1993,18.05,83.6,101.65
Hungary,HUN,1994,17.42,84.53,101.95
Hungary,HUN,1995,18.77,82.91,101.68
Hungary,HUN,1996,20.31,84.75,105.06
Hungary,HUN,1997,19.72,84.08,103.8
Hungary,HUN,1998,20.08,84.93,105.01
Hungary,HUN,1999,20.91,82.96,103.87
Hungary,HUN,2000,21.38,81.35,102.73
Hungary,HUN,2001,21.67,80.22,101.89
Hungary,HUN,2002,22.69,78.66,101.35
Iceland,ISL,1951,1.01,6.18,7.19
Iceland,ISL,1952,3.74,,3.74
Iceland,ISL,1953,2.43,8.49,10.92
Iceland,ISL,1954,7.42,6.81,14.23
Iceland,ISL,1956,3.09,9.52,12.61
Iceland,ISL,1957,6.75,8.63,15.38
Iceland,ISL,1958,2.1,7.08,9.18
Iceland,ISL,1959,6.56,12.9,19.46
Iceland,ISL,1960,13.42,9.58,23
Iceland,ISL,1961,3,9.1,12.1
Iceland,ISL,1962,2.55,13.35,15.9
Iceland,ISL,1963,2.88,11.06,13.94
Iceland,ISL,1964,10.39,14.52,24.91
Iceland,ISL,1965,5.67,10.65,16.32
Iceland,ISL,1966,8.89,11.54,20.43
Iceland,ISL,1967,8.84,21.18,30.02
Iceland,ISL,1968,7.3,16.08,23.38
Iceland,ISL,1969,10.84,11.73,22.57
Iceland,ISL,1970,5.17,17.18,22.35
Iceland,ISL,1971,11.23,10,21.23
Iceland,ISL,1972,12.05,19.06,31.11
Iceland,ISL,1973,9.12,14.06,23.18
Iceland,ISL,1974,9.68,14.17,23.85
Iceland,ISL,1975,11.8,19.49,31.29
Iceland,ISL,1976,9.52,16.02,25.54
Iceland,ISL,1977,14.12,23.55,37.67
Iceland,ISL,1978,11.32,20.85,32.17
Iceland,ISL,1979,16.67,25.69,42.36
Iceland,ISL,1980,21,15.29,36.29
Iceland,ISL,1981,22.65,33.64,56.29
Iceland,ISL,1982,26,29.96,55.96
Iceland,ISL,1983,20.16,27.48,47.64
Iceland,ISL,1984,17.32,20.53,37.85
Iceland,ISL,1985,17.7,32.01,49.71
Iceland,ISL,1986,20.84,24.41,45.25
Iceland,ISL,1987,20.59,27.62,48.21
Iceland,ISL,1988,28.32,30.6,58.92
Iceland,ISL,1989,23.52,26.57,50.09
Iceland,ISL,1990,21.87,30.4,52.27
Iceland,ISL,1991,22.31,35.35,57.66
Iceland,ISL,1992,29.95,27.38,57.33
Iceland,ISL,1993,23.79,29.74,53.53
Iceland,ISL,1994,27.69,22.99,50.68
Iceland,ISL,1995,21.38,29.19,50.57
Iceland,ISL,1996,25.84,34.24,60.08
Iceland,ISL,1997,26.57,36.04,62.61
Iceland,ISL,1998,23.88,29.35,53.23
Iceland,ISL,1999,25.15,32.93,58.08
Iceland,ISL,2000,26.19,26.27,52.46
Iceland,ISL,2001,23.77,30.45,54.22
Iceland,ISL,2002,22.95,25.06,48.01
Iceland,ISL,1955,,9.75,9.75
India,IND,2002,1.7,7.9,9.6
Indonesia,IDN,2002,6.3,18.6,24.9
Iran,IRN,2002,2.1,6.7,8.8
Iraq,IRQ,2002,6.2,21.1,27.3
Ireland,IRL,1950,3.12,10.21,13.33
Ireland,IRL,1951,4.18,12.5,16.68
Ireland,IRL,1952,4.67,14.46,19.13
Ireland,IRL,1953,4.7,16.65,21.35
Ireland,IRL,1954,5.88,18.09,23.97
Ireland,IRL,1955,5.53,19.13,24.66
Ireland,IRL,1956,4.74,21.95,26.69
Ireland,IRL,1957,7.06,22.1,29.16
Ireland,IRL,1958,5.48,21.66,27.14
Ireland,IRL,1959,5.12,24.6,29.72
Ireland,IRL,1960,5.93,26.37,32.3
Ireland,IRL,1961,5.87,27.89,33.76
Ireland,IRL,1962,7.74,28.51,36.25
Ireland,IRL,1963,6.31,27.59,33.9
Ireland,IRL,1964,6.74,28.62,35.36
Ireland,IRL,1965,7.76,31.39,39.15
Ireland,IRL,1966,7.56,34.38,41.94
Ireland,IRL,1967,8.83,34.41,43.24
Ireland,IRL,1968,9.73,38.36,48.09
Ireland,IRL,1969,8.97,36.31,45.28
Ireland,IRL,1970,10.13,40.38,50.51
Ireland,IRL,1971,11.44,40.23,51.67
Ireland,IRL,1972,11.99,39.57,51.56
Ireland,IRL,1973,11.06,43.06,54.12
Ireland,IRL,1974,14.31,43.54,57.85
Ireland,IRL,1975,13.87,44.72,58.59
Ireland,IRL,1976,13.46,48.34,61.8
Ireland,IRL,1977,13.26,46.37,59.63
Ireland,IRL,1978,14.17,46.35,60.52
Ireland,IRL,1979,15.56,46.66,62.22
Ireland,IRL,1980,15,44.93,59.93
Ireland,IRL,1981,16.22,49.81,66.03
Ireland,IRL,1982,16.54,45.72,62.26
Ireland,IRL,1983,18.44,50.21,68.65
Ireland,IRL,1984,18.82,51.93,70.75
Ireland,IRL,1985,17.53,52.44,69.97
Ireland,IRL,1986,17.75,51.92,69.67
Ireland,IRL,1987,16.45,46.78,63.23
Ireland,IRL,1988,19.31,49.55,68.86
Ireland,IRL,1989,20.01,47.2,67.21
Ireland,IRL,1990,18.52,46.57,65.09
Ireland,IRL,1991,16.87,44.86,61.73
Ireland,IRL,1992,17.94,45.97,63.91
Ireland,IRL,1993,17.48,47.26,64.74
Ireland,IRL,1994,18.63,45.31,63.94
Ireland,IRL,1995,18.5,43.36,61.86
Ireland,IRL,1996,16.63,40.01,56.64
Ireland,IRL,1997,16.07,37.09,53.16
Ireland,IRL,1998,18.47,39.79,58.26
Ireland,IRL,1999,16.83,36.67,53.5
Ireland,IRL,2000,18.85,38.06,56.91
Ireland,IRL,2001,16.42,35.93,52.35
Ireland,IRL,2002,16.81,35.14,51.95
Israel,ISR,1975,7.07,26.18,33.25
Israel,ISR,1976,7.84,26.2,34.04
Israel,ISR,1977,8.62,25.61,34.23
Israel,ISR,1978,8.21,25.37,33.58
Israel,ISR,1979,8.18,26.13,34.31
Israel,ISR,1980,8.83,27.21,36.04
Israel,ISR,1981,8.11,23.28,31.39
Israel,ISR,1982,7.68,25.23,32.91
Israel,ISR,1983,7.85,24.09,31.94
Israel,ISR,1984,7.97,25.17,33.14
Israel,ISR,1985,7.73,25.92,33.65
Israel,ISR,1986,8.36,24.44,32.8
Israel,ISR,1987,8.25,23.5,31.75
Israel,ISR,1988,7.75,24.06,31.81
Israel,ISR,1989,8.42,26.48,34.9
Israel,ISR,1990,8.96,28.3,37.26
Israel,ISR,1991,8.12,27.04,35.16
Israel,ISR,1992,8.04,26.03,34.07
Israel,ISR,1993,9.29,29.51,38.8
Israel,ISR,1994,8.94,28.7,37.64
Israel,ISR,1995,9.77,27.34,37.11
Israel,ISR,1996,7.83,26.8,34.63
Israel,ISR,1997,8.79,26.61,35.4
Israel,ISR,1998,7.71,27.37,35.08
Israel,ISR,1999,8.08,27.23,35.31
Israel,ISR,2000,9.51,26.8,36.31
Israel,ISR,2001,8.88,27.07,35.95
Israel,ISR,2002,9.11,28.12,37.23
Italy,ITA,1951,2.57,9.45,12.02
Italy,ITA,1952,2.68,10.77,13.45
Italy,ITA,1953,2.92,12.05,14.97
Italy,ITA,1954,2.97,13.96,16.93
Italy,ITA,1955,3.32,14.7,18.02
Italy,ITA,1956,3.47,16.68,20.15
Italy,ITA,1957,3.43,17.77,21.2
Italy,ITA,1958,3.57,18.47,22.04
Italy,ITA,1959,3.42,19.78,23.2
Italy,ITA,1960,4.01,21.65,25.66
Italy,ITA,1961,4,22.82,26.82
Italy,ITA,1962,3.93,24.3,28.23
Italy,ITA,1963,4.22,25.13,29.35
Italy,ITA,1964,4.38,28.04,32.42
Italy,ITA,1965,4.42,29.23,33.65
Italy,ITA,1966,4.73,30.57,35.3
Italy,ITA,1967,4.54,32.28,36.82
Italy,ITA,1968,4.57,34.46,39.03
Italy,ITA,1969,4.71,36.21,40.92
Italy,ITA,1970,4.64,36.02,40.66
Italy,ITA,1971,4.55,38.63,43.18
Italy,ITA,1972,4.92,39.66,44.58
Italy,ITA,1973,5.15,41.11,46.26
Italy,ITA,1974,5.22,43.21,48.43
Italy,ITA,1975,5.37,44.79,50.16
Italy,ITA,1976,5.64,47.1,52.74
Italy,ITA,1977,5.87,48.53,54.4
Italy,ITA,1978,5.64,50.44,56.08
Italy,ITA,1979,5.95,52.35,58.3
Italy,ITA,1980,6.07,55.13,61.2
Italy,ITA,1981,6.26,54.76,61.02
Italy,ITA,1982,6.32,56.85,63.17
Italy,ITA,1983,6.62,58.23,64.85
Italy,ITA,1984,6.81,58.26,65.07
Italy,ITA,1985,6.89,59.34,66.23
Italy,ITA,1986,7.29,58.04,65.33
Italy,ITA,1987,7.19,59.78,66.97
Italy,ITA,1988,7.31,59.35,66.66
Italy,ITA,1989,7.33,57.36,64.69
Italy,ITA,1990,7.27,56.13,63.4
Italy,ITA,1991,7.23,55.76,62.99
Italy,ITA,1992,7.82,55.54,63.36
Italy,ITA,1993,7.68,55.02,62.7
Italy,ITA,1994,7.77,54.07,61.84
Italy,ITA,1995,7.87,52.3,60.17
Italy,ITA,1996,8,51.15,59.15
Italy,ITA,1997,7.83,50.14,57.97
Italy,ITA,1998,8.02,49.21,57.23
Italy,ITA,1999,7.91,48.2,56.11
Italy,ITA,2000,8.28,46.03,54.31
Italy,ITA,2001,8.38,45.36,53.74
Italy,ITA,2002,8.75,44.23,52.98
Jamaica,JAM,2002,5.5,22.1,27.6
Japan,JPN,1950,0.95,2.69,3.64
Japan,JPN,1951,1.1,2.69,3.79
Japan,JPN,1952,1.36,3.48,4.84
Japan,JPN,1953,1.41,3.86,5.27
Japan,JPN,1954,1.84,4.89,6.73
Japan,JPN,1955,2.12,5.77,7.89
Japan,JPN,1956,2.52,6.86,9.38
Japan,JPN,1957,2.68,7.35,10.03
Japan,JPN,1958,3.26,8.23,11.49
Japan,JPN,1959,3.33,9.15,12.48
Japan,JPN,1960,3.52,9.8,13.32
Japan,JPN,1961,3.95,10.35,14.3
Japan,JPN,1962,4.13,11.15,15.28
Japan,JPN,1963,4.2,11.95,16.15
Japan,JPN,1964,4.39,12.51,16.9
Japan,JPN,1965,4.66,12.99,17.65
Japan,JPN,1966,4.94,13.73,18.67
Japan,JPN,1967,4.91,14.42,19.33
Japan,JPN,1968,5,14.9,19.9
Japan,JPN,1969,5.25,15.66,20.91
Japan,JPN,1970,5.17,15.86,21.03
Japan,JPN,1971,5.19,16.56,21.75
Japan,JPN,1972,5.6,17.69,23.29
Japan,JPN,1973,5.62,18.02,23.64
Japan,JPN,1974,5.62,18.89,24.51
Japan,JPN,1975,5.93,19.59,25.52
Japan,JPN,1976,6.21,20.44,26.65
Japan,JPN,1977,6.37,21.72,28.09
Japan,JPN,1978,6.69,22.43,29.12
Japan,JPN,1979,6.69,23.67,30.36
Japan,JPN,1980,7.07,24.27,31.34
Japan,JPN,1981,7.19,25.34,32.53
Japan,JPN,1982,7.45,25.78,33.23
Japan,JPN,1983,7.49,26.45,33.94
Japan,JPN,1984,7.69,27.32,35.01
Japan,JPN,1985,7.65,27.68,35.33
Japan,JPN,1986,7.73,27.54,35.27
Japan,JPN,1987,7.88,28.71,36.59
Japan,JPN,1988,8.03,29.3,37.33
Japan,JPN,1989,8.12,30.21,38.33
Japan,JPN,1990,7.9,30.35,38.25
Japan,JPN,1991,8.09,30.48,38.57
Japan,JPN,1992,8.34,30.74,39.08
Japan,JPN,1993,8.18,30.86,39.04
Japan,JPN,1994,8.32,31.06,39.38
Japan,JPN,1995,8.42,31.51,39.93
